DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250415 13:15:52;20250415 16:15:52;27,9;383;0,1491;0,983;1,004;1,0131;1;384;0,3304;1,252;1,0102;1,0196;1
20250415 13:30:53;20250415 16:30:53;26,3;382;0,1402;0,9763;1,005;1,0141;1;383;0,3187;1,247;1,0103;1,0196;1
20250415 13:45:53;20250415 16:45:53;24,6;381;0,1305;0,9691;1,0053;1,0144;1;381;0,3066;1,2408;1,01;1,0193;1
20250415 14:00:54;20250415 17:00:54;22,9;380;0,1201;0,9586;1,0075;1,0167;1;380;0,2917;1,2315;1,0114;1,0208;1
20250415 14:15:54;20250415 17:15:54;21,1;380;0,1063;0,9229;1,0346;1,0441;1;383;0,2658;1,1898;1,0397;1,0491;1
20250415 14:30:55;20250415 17:30:55;19,3;379;0,0955;0,9073;1,0394;1,0489;1;381;0,2488;1,177;1,0427;1,052;1
20250415 14:45:55;20250415 17:45:55;17,5;378;0,0843;0,8928;1,0411;1,0505;1;379;0,2303;1,1631;1,0455;1,0547;1
20250415 15:01:00;20250415 18:01:00;15,6;376;0,0732;0,8729;1,047;1,0563;1;378;0,2103;1,1473;1,0486;1,0578;1
20250415 15:16:01;20250415 18:16:01;13,8;371;0,0627;0,8525;1,0514;1,0604;1;376;0,1894;1,1308;1,0509;1,06;1
20250415 15:31:02;20250415 18:31:02;11,9;364;0,0529;0,828;1,0584;1,0671;1;374;0,1683;1,1122;1,0537;1,0627;1
20250415 15:46:35;20250415 18:46:35;9,9;367;0,0432;0,8056;1,0586;1,0672;1;378;0,1434;1,0953;1,0527;1,0616;1
20250415 16:01:35;20250415 19:01:35;8,1;364;0,0366;0,7791;1,0632;1,0715;1;376;0,1232;1,0754;1,0544;1,0633;1
20250415 16:16:42;20250415 19:16:42;6,2;359;0,0326;0,7467;1,0751;1,0826;1;376;0,1046;1,0535;1,0588;1,0674;1
20250415 16:31:46;20250415 19:31:46;4,4;359;0,0306;0,7166;1,0825;1,0894;1;380;0,0892;1,0388;1,0578;1,0665;1
