DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250428 12:40:54;20250428 15:40:54;35,2;394;0,158;0,8745;1,1655;1,1603;1;387;0,3178;1,095;1,1874;1,1778;1
20250428 12:56:25;20250428 15:56:25;33,6;382;0,1537;0,8628;1,1804;1,1722;1;378;0,3112;1,0834;1,2014;1,1887;1
20250428 13:10:55;20250428 16:10:55;32,1;389;0,1466;0,8713;1,1611;1,1567;1;383;0,3058;1,0951;1,1826;1,1739;1
20250428 13:25:55;20250428 16:25:55;30,4;392;0,1366;0,8609;1,1723;1,1658;1;391;0,2922;1,0899;1,1861;1,1768;1
20250428 13:41:31;20250428 16:41:31;28,7;392;0,1291;0,8621;1,1626;1,1579;1;388;0,2848;1,0909;1,1801;1,172;1
20250428 13:56:27;20250428 16:56:27;26,9;386;0,1233;0,8604;1,1569;1,1533;1;382;0,2774;1,087;1,1795;1,1715;1
20250428 14:10:57;20250428 17:10:57;25,2;369;0,1159;0,8347;1,1911;1,1807;1;377;0,2624;1,0623;1,2066;1,1927;1
20250428 14:25:58;20250428 17:25:58;23,4;374;0,118;0,9078;1,0681;1,0762;1;375;0,2794;1,156;1,0824;1,0893;1
20250428 14:40:59;20250428 17:40:59;21,5;371;0,101;0,8427;1,1484;1,1463;1;374;0,246;1,0807;1,1613;1,1569;1
20250428 14:55:59;20250428 17:55:59;19,7;372;0,0894;0,8307;1,1508;1,1484;1;375;0,2298;1,0718;1,1615;1,1571;1
20250428 15:11:00;20250428 18:11:00;17,8;369;0,0832;0,8418;1,1135;1,1168;1;371;0,2218;1,0908;1,1245;1,1263;1
20250428 15:26:00;20250428 18:26:00;15,9;369;0,074;0,8514;1,0787;1,0859;1;375;0,2085;1,1158;1,0826;1,0895;1
20250428 15:41:01;20250428 18:41:01;14,0;373;0,0575;0,7816;1,1653;1,1602;1;376;0,1736;1,0329;1,1685;1,1627;1
20250428 15:56:02;20250428 18:56:02;12,2;366;0,0517;0,8077;1,092;1,098;1;373;0,1664;1,0809;1,0896;1,0958;1
20250428 16:11:06;20250428 19:11:06;10,3;361;0,0474;0,8308;1,031;1,0406;1;365;0,1586;1,1206;1,0314;1,041;1
20250428 16:26:07;20250428 19:26:07;8,5;376;0,0369;0,7888;1,0566;1,0654;1;373;0,1301;1,0838;1,0499;1,059;1
20250428 16:41:40;20250428 19:41:40;6,6;363;0,0349;0,7986;1,0101;1,0195;1;370;0,1176;1,1159;1,0023;1,0113;1
20250428 16:56:47;20250428 19:56:47;4,8;426;0,0283;0,7545;1,0347;1,0442;1;386;0,0942;1,0817;1,0184;1,0279;1
20250428 17:11:52;20250428 20:11:52;3,1;450;0,0271;0,7049;1,0685;1,0766;1;399;0,0789;1,0429;1,0425;1,0519;1
