DatetimeUTC;DatetimeLocal;Sunheight[°];OzoneP1[D.u.];R12_P1;R23_P1;kz_obl_P1;R23clean/R23_P1;CorrectP1;OzoneP2[D.u.];R12_P2;R23_P2;kz_obl_P2;R23clean/R23_P2;CorrectP2
20250411 07:42:07;20250411 10:42:07;32,5;460;0,1167;0,8443;1,2093;1,1948;1;448;0,2664;1,0742;1,2127;1,1973;1
20250411 07:57:08;20250411 10:57:08;33,6;464;0,1296;0,9021;1,1186;1,1212;1;446;0,2931;1,1392;1,1294;1,1305;1
20250411 08:12:08;20250411 11:12:08;34,7;468;0,1307;0,8941;1,1333;1,1338;1;452;0,2922;1,1296;1,1423;1,1413;1
20250411 08:26:39;20250411 11:26:39;35,6;451;0,1304;0,8385;1,2309;1,2111;1;434;0,2817;1,0563;1,2447;1,2213;1
20250411 08:41:39;20250411 11:41:39;36,5;466;0,1373;0,8905;1,1432;1,1421;1;447;0,3007;1,1238;1,1513;1,1487;1
20250411 08:56:39;20250411 11:56:39;37,2;468;0,1381;0,8847;1,1541;1,1511;1;449;0,2999;1,1153;1,1627;1,158;1
20250411 09:12:10;20250411 12:12:10;37,7;461;0,1379;0,8598;1,1973;1,1855;1;443;0,2936;1,0809;1,21;1,1953;1
20250411 09:27:11;20250411 12:27:11;38,1;461;0,1384;0,8557;1,2057;1,192;1;446;0,2923;1,0763;1,2171;1,2007;1
20250411 09:41:41;20250411 12:41:41;38,4;460;0,139;0,8538;1,2097;1,1951;1;442;0,2946;1,0746;1,2198;1,2028;1
20250411 09:56:42;20250411 12:56:42;38,5;468;0,1378;0,862;1,1952;1,1838;1;449;0,2958;1,0873;1,2015;1,1888;1
20250411 10:11:43;20250411 13:11:43;38,4;468;0,1398;0,8733;1,1757;1,1685;1;449;0,2997;1,0999;1,1841;1,1751;1
20250411 10:26:43;20250411 13:26:43;38,2;480;0,1407;0,9081;1,121;1,1233;1;461;0,3075;1,1447;1,1277;1,129;1
20250411 10:41:43;20250411 13:41:43;37,9;458;0,1326;0,8269;1,2605;1,2329;1;446;0,2802;1,0465;1,263;1,2347;1
20250411 10:56:44;20250411 13:56:44;37,3;462;0,1299;0,8302;1,2522;1,2269;1;446;0,2785;1,0463;1,2627;1,2345;1
20250411 11:12:18;20250411 14:12:18;36,7;482;0,1262;0,8615;1,1915;1,181;1;465;0,2829;1,0941;1,1904;1,1801;1
20250411 11:27:15;20250411 14:27:15;35,9;479;0,131;0,8986;1,1296;1,1306;1;463;0,2929;1,1337;1,1386;1,1382;1
20250411 11:42:16;20250411 14:42:16;34,9;464;0,1242;0,8444;1,2176;1,2011;1;453;0,2744;1,0727;1,2188;1,202;1
20250411 11:57:20;20250411 14:57:20;33,9;482;0,1167;0,8629;1,181;1,1727;1;469;0,2709;1,1037;1,174;1,1671;1
20250411 12:11:46;20250411 15:11:46;32,8;462;0,1179;0,8492;1,2014;1,1887;1;448;0,269;1,079;1,2062;1,1924;1
20250411 12:26:47;20250411 15:26:47;31,5;468;0,1163;0,8811;1,1434;1,1422;1;450;0,2746;1,1196;1,1495;1,1473;1
20250411 12:42:18;20250411 15:42:18;30,1;467;0,1048;0,8411;1,2056;1,1919;1;457;0,2509;1,0772;1,2031;1,19;1
20250411 12:57:19;20250411 15:57:19;28,6;468;0,0991;0,844;1,1939;1,1828;1;455;0,2447;1,0792;1,1962;1,1846;1
20250411 13:11:49;20250411 16:11:49;27,2;470;0,093;0,8471;1,1808;1,1725;1;455;0,2399;1,09;1,1764;1,169;1
20250411 13:27:20;20250411 16:27:20;25,5;470;0,0911;0,8856;1,1107;1,1144;1;460;0,2403;1,1422;1,1061;1,1104;1
20250411 13:41:50;20250411 16:41:50;23,9;473;0,0727;0,7963;1,2571;1,2304;1;454;0,2063;1,0338;1,2434;1,2204;1
20250411 13:57:21;20250411 16:57:21;22,2;468;0,0693;0,8103;1,2122;1,197;1;461;0,1977;1,0575;1,1972;1,1854;1
20250411 14:12:26;20250411 17:12:26;20,4;468;0,0624;0,8104;1,1944;1,1833;1;461;0,1865;1,0605;1,1818;1,1734;1
20250411 14:27:26;20250411 17:27:26;18,6;474;0,0541;0,8073;1,1808;1,1725;1;463;0,1744;1,07;1,1567;1,1532;1
20250411 14:42:26;20250411 17:42:26;16,8;478;0,0468;0,806;1,161;1,1567;1;464;0,1613;1,0757;1,136;1,136;1
20250411 14:57:57;20250411 17:57:57;14,9;478;0,0416;0,8192;1,114;1,1172;1;470;0,1483;1,1023;1,0896;1,0958;1
20250411 15:13:04;20250411 18:13:04;13,0;486;0,0333;0,7829;1,1464;1,1447;1;475;0,1272;1,0715;1,1087;1,1127;1
20250411 15:28:01;20250411 18:28:01;11,2;485;0,0278;0,7457;1,1818;1,1733;1;473;0,1092;1,0288;1,1432;1,142;1
20250411 15:42:29;20250411 18:42:29;9,4;488;0,0233;0,7206;1,1933;1,1824;1;474;0,0949;1,0137;1,1421;1,1411;1
20250411 15:58:35;20250411 18:58:35;7,3;500;0,0192;0,7074;1,1721;1,1656;1;496;0,0777;1,0237;1,1052;1,1096;1
20250411 16:13:02;20250411 19:13:02;5,5;509;0,0188;0,68;1,1835;1,1747;1;499;0,0667;1,0121;1,1;1,105;1
20250411 16:27:34;20250411 19:27:34;3,8;556;0,0189;0,6625;1,1695;1,1635;1;485;0,0626;1,0083;1,0874;1,0938;1
